uid,signup_dt,auth_type,device,dt
21647076,6/1/16,A,4,10/2/16
21647076,6/1/16,A,4,9/4/16
21647076,6/1/16,A,4,8/28/16
21648330,6/1/16,C,1,7/22/16
21648330,6/1/16,C,1,4/23/17
21648330,6/1/16,C,1,4/18/17
21648330,6/1/16,C,1,7/16/16
21648330,6/1/16,C,1,6/21/16
21648330,6/1/16,C,1,6/24/16
21648330,6/1/16,C,1,6/15/16
21648330,6/1/16,C,1,1/25/17
21648330,6/1/16,C,1,7/20/16
21648330,6/1/16,C,1,6/4/16
21648330,6/1/16,C,1,12/29/16
21648330,6/1/16,C,1,8/29/16
21648330,6/1/16,C,1,6/2/16
21648330,6/1/16,C,1,7/11/16
21648330,6/1/16,C,1,7/29/16
21648330,6/1/16,C,1,6/16/16
21648330,6/1/16,C,1,8/19/16
21648330,6/1/16,C,1,12/30/16
21648330,6/1/16,C,1,6/20/16
21648330,6/1/16,C,1,1/24/17
21648330,6/1/16,C,1,6/17/16
21648330,6/1/16,C,1,7/4/16
21648330,6/1/16,C,1,6/1/16
21648330,6/1/16,C,1,7/15/16
21635696,6/1/16,B,7,8/3/16
21635696,6/1/16,B,7,6/1/16
21635696,6/1/16,B,7,4/14/17
21635696,6/1/16,B,7,6/8/16
21638492,6/1/16,C,1,6/4/16
21638492,6/1/16,C,1,12/6/16
21638492,6/1/16,C,1,11/2/16
21638492,6/1/16,C,1,6/1/16
21638492,6/1/16,C,1,12/7/16
21638492,6/1/16,C,1,12/13/16
21638492,6/1/16,C,1,7/15/16
21638492,6/1/16,C,1,12/5/16
21639030,6/1/16,C,1,8/10/16
21639030,6/1/16,C,1,8/15/16
21639030,6/1/16,C,1,1/22/17
21639030,6/1/16,C,1,1/25/17
21639030,6/1/16,C,1,8/23/16
21639030,6/1/16,C,1,9/7/16
21639030,6/1/16,C,1,8/26/16
21639030,6/1/16,C,1,6/13/16
21639030,6/1/16,C,1,8/17/16
21639030,6/1/16,C,1,9/1/16
21639030,6/1/16,C,1,2/2/17
21639030,6/1/16,C,1,11/30/16
21639030,6/1/16,C,1,11/24/16
21639030,6/1/16,C,1,11/4/16
21639030,6/1/16,C,1,11/19/16
21639030,6/1/16,C,1,4/4/17
21639030,6/1/16,C,1,6/20/16
21639030,6/1/16,C,1,8/22/16
21639030,6/1/16,C,1,11/29/16
21639030,6/1/16,C,1,8/31/16
21639030,6/1/16,C,1,6/25/16
21639030,6/1/16,C,1,9/24/16
21639030,6/1/16,C,1,9/29/16
21639030,6/1/16,C,1,12/19/16
21639030,6/1/16,C,1,11/23/16
21639030,6/1/16,C,1,11/20/16
21639030,6/1/16,C,1,8/16/16
21639030,6/1/16,C,1,12/4/16
21639030,6/1/16,C,1,9/5/16
21639030,6/1/16,C,1,6/1/16
21639030,6/1/16,C,1,9/6/16
21639030,6/1/16,C,1,1/26/17
21639030,6/1/16,C,1,8/13/16
21639030,6/1/16,C,1,1/10/17
21639434,6/1/16,C,4,4/5/17
21639434,6/1/16,C,4,8/28/16
21639434,6/1/16,C,4,9/23/16
21639434,6/1/16,C,4,8/18/16
21639434,6/1/16,C,4,9/9/16
21639434,6/1/16,C,4,8/22/16
21639434,6/1/16,C,4,8/27/16
21639434,6/1/16,C,4,11/9/16
21639434,6/1/16,C,4,9/12/16
21639434,6/1/16,C,4,8/7/16
21639434,6/1/16,C,4,8/19/16
21639434,6/1/16,C,4,8/25/16
21639434,6/1/16,C,4,6/8/16
21639434,6/1/16,C,4,9/15/16
21639434,6/1/16,C,4,2/7/17
21639434,6/1/16,C,4,6/2/16
21639434,6/1/16,C,4,8/14/16
21639434,6/1/16,C,4,9/1/16
21639434,6/1/16,C,4,8/20/16
21639434,6/1/16,C,4,8/3/16
21639434,6/1/16,C,4,8/17/16
21639434,6/1/16,C,4,6/1/16
21639434,6/1/16,C,4,9/24/16
21639434,6/1/16,C,4,6/4/16
21639434,6/1/16,C,4,9/22/16
21639434,6/1/16,C,4,1/17/17
21639434,6/1/16,C,4,6/21/16
21639434,6/1/16,C,4,8/5/16
21639434,6/1/16,C,4,2/28/17
21639434,6/1/16,C,4,8/9/16
21639434,6/1/16,C,4,8/24/16
21639434,6/1/16,C,4,8/23/16
21639434,6/1/16,C,4,9/14/16
21639434,6/1/16,C,4,6/30/16
21639434,6/1/16,C,4,8/15/16
21639434,6/1/16,C,4,2/3/17
21639434,6/1/16,C,4,8/4/16
21639434,6/1/16,C,4,8/21/16
21639434,6/1/16,C,4,7/20/16
21639434,6/1/16,C,4,9/4/16
21639434,6/1/16,C,4,11/20/16
21639434,6/1/16,C,4,8/8/16
21639434,6/1/16,C,4,8/31/16
21639434,6/1/16,C,4,8/11/16
21639434,6/1/16,C,4,6/3/16
21639434,6/1/16,C,4,8/10/16
21639444,6/1/16,A,1,6/1/16
21639444,6/1/16,A,1,7/23/16
21640267,6/1/16,C,5,7/4/16
21640267,6/1/16,C,5,8/22/16
21640267,6/1/16,C,5,8/28/16
21640267,6/1/16,C,5,4/16/17
21640267,6/1/16,C,5,6/7/16
21640267,6/1/16,C,5,6/16/16
21640267,6/1/16,C,5,7/11/16
21640267,6/1/16,C,5,9/13/16
21640267,6/1/16,C,5,7/6/16
21640267,6/1/16,C,5,6/10/16
21640267,6/1/16,C,5,3/31/17
21640267,6/1/16,C,5,7/25/16
21640267,6/1/16,C,5,10/18/16
21640267,6/1/16,C,5,3/22/17
21640267,6/1/16,C,5,6/12/16
21640267,6/1/16,C,5,3/30/17
21640267,6/1/16,C,5,8/29/16
21640267,6/1/16,C,5,9/25/16
21640267,6/1/16,C,5,8/10/16
21640267,6/1/16,C,5,6/29/16
21640267,6/1/16,C,5,8/7/16
21640267,6/1/16,C,5,10/20/16
21640267,6/1/16,C,5,7/7/16
21640267,6/1/16,C,5,11/30/16
21640267,6/1/16,C,5,6/1/16
21641255,6/1/16,C,1,6/1/16
21641255,6/1/16,C,1,7/24/16
21641255,6/1/16,C,1,2/11/17
21642768,6/1/16,B,7,4/17/17
21642768,6/1/16,B,7,3/8/17
21642768,6/1/16,B,7,9/28/16
21642768,6/1/16,B,7,6/8/16
21642768,6/1/16,B,7,6/4/16
21642768,6/1/16,B,7,6/1/16
21642768,6/1/16,B,7,11/9/16
21643051,6/1/16,A,1,11/18/16
21643051,6/1/16,A,1,6/1/16
21644742,6/1/16,C,1,3/21/17
21644742,6/1/16,C,1,1/15/17
21644742,6/1/16,C,1,1/24/17
21644742,6/1/16,C,1,9/18/16
21644742,6/1/16,C,1,8/2/16
21644742,6/1/16,C,1,9/6/16
21644742,6/1/16,C,1,6/28/16
21644742,6/1/16,C,1,7/18/16
21644742,6/1/16,C,1,6/24/16
21644742,6/1/16,C,1,3/14/17
21644742,6/1/16,C,1,8/10/16
21644742,6/1/16,C,1,6/1/16
21644742,6/1/16,C,1,10/30/16
21644742,6/1/16,C,1,9/19/16
21644742,6/1/16,C,1,9/5/16
21644742,6/1/16,C,1,9/20/16
21644742,6/1/16,C,1,8/30/16
21644742,6/1/16,C,1,8/31/16
21644742,6/1/16,C,1,6/10/16
21644742,6/1/16,C,1,8/3/16
21644742,6/1/16,C,1,4/26/17
21645117,6/1/16,C,7,9/2/16
21645117,6/1/16,C,7,9/28/16
21645117,6/1/16,C,7,7/4/16
21645117,6/1/16,C,7,8/7/16
21645117,6/1/16,C,7,9/18/16
21645117,6/1/16,C,7,8/31/16
21645117,6/1/16,C,7,11/30/16
21645117,6/1/16,C,7,6/1/16
21645117,6/1/16,C,7,6/15/16
21645117,6/1/16,C,7,6/16/16
21645117,6/1/16,C,7,10/5/16
21645117,6/1/16,C,7,6/2/16
21645117,6/1/16,C,7,6/19/16
21645117,6/1/16,C,7,6/22/16
21645117,6/1/16,C,7,6/24/16
21645117,6/1/16,C,7,6/26/16
21645117,6/1/16,C,7,8/3/16
21645117,6/1/16,C,7,6/29/16
21645117,6/1/16,C,7,6/30/16
21645117,6/1/16,C,7,6/4/16
21645117,6/1/16,C,7,9/7/16
21645117,6/1/16,C,7,6/12/16
21645117,6/1/16,C,7,7/7/16
21645117,6/1/16,C,7,6/8/16
21645117,6/1/16,C,7,3/22/17
21645117,6/1/16,C,7,3/21/17
21645117,6/1/16,C,7,6/5/16
21645117,6/1/16,C,7,7/25/16
21645117,6/1/16,C,7,7/11/16
21645498,6/1/16,A,6,6/1/16
21645603,6/1/16,C,1,7/16/16
21645603,6/1/16,C,1,6/7/16
21645603,6/1/16,C,1,7/7/16
21645603,6/1/16,C,1,6/9/16
21645603,6/1/16,C,1,6/29/16
21645603,6/1/16,C,1,7/20/16
21645603,6/1/16,C,1,3/22/17
21645603,6/1/16,C,1,6/1/16
21645603,6/1/16,C,1,7/11/16
21645603,6/1/16,C,1,6/15/16
21645603,6/1/16,C,1,6/13/16
21645603,6/1/16,C,1,7/10/16
21645603,6/1/16,C,1,6/2/16
21645603,6/1/16,C,1,6/20/16
21645603,6/1/16,C,1,7/25/16
21645603,6/1/16,C,1,3/18/17
21645603,6/1/16,C,1,7/3/16
21645603,6/1/16,C,1,7/4/16
21645941,6/1/16,B,6,6/3/16
21645941,6/1/16,B,6,6/1/16
21646572,6/1/16,C,1,3/20/17
21646572,6/1/16,C,1,8/12/16
21646572,6/1/16,C,1,3/25/17
21646572,6/1/16,C,1,10/3/16
21646572,6/1/16,C,1,8/6/16
21646572,6/1/16,C,1,7/11/16
21646572,6/1/16,C,1,6/4/16
21646572,6/1/16,C,1,7/5/16
21646572,6/1/16,C,1,8/26/16
21646572,6/1/16,C,1,7/13/16
21646572,6/1/16,C,1,4/9/17
21646572,6/1/16,C,1,8/21/16
21646572,6/1/16,C,1,6/3/16
21646572,6/1/16,C,1,6/11/16
21646572,6/1/16,C,1,6/5/16
21646572,6/1/16,C,1,3/21/17
21646572,6/1/16,C,1,3/19/17
21646572,6/1/16,C,1,3/29/17
21646572,6/1/16,C,1,6/2/16
21646572,6/1/16,C,1,7/3/16
21646572,6/1/16,C,1,8/14/16
21646572,6/1/16,C,1,7/6/16
21646572,6/1/16,C,1,8/18/16
21646572,6/1/16,C,1,8/15/16
21646572,6/1/16,C,1,7/7/16
21646572,6/1/16,C,1,6/1/16
21646572,6/1/16,C,1,8/25/16
21638860,6/1/16,C,1,6/9/16
21638860,6/1/16,C,1,1/28/17
21638860,6/1/16,C,1,6/1/16
21638860,6/1/16,C,1,1/8/17
21638860,6/1/16,C,1,1/9/17
21638860,6/1/16,C,1,11/10/16
21638860,6/1/16,C,1,10/16/16
21638860,6/1/16,C,1,11/9/16
21640653,6/1/16,A,5,6/1/16
21641463,6/1/16,C,1,12/14/16
21641463,6/1/16,C,1,9/12/16
21641463,6/1/16,C,1,10/20/16
21641463,6/1/16,C,1,9/15/16
21641463,6/1/16,C,1,1/23/17
21641463,6/1/16,C,1,12/5/16
21641463,6/1/16,C,1,9/4/16
21641463,6/1/16,C,1,6/2/16
21641463,6/1/16,C,1,1/29/17
21641463,6/1/16,C,1,3/6/17
21641463,6/1/16,C,1,9/10/16
21641463,6/1/16,C,1,2/7/17
21641463,6/1/16,C,1,2/13/17
21641463,6/1/16,C,1,3/26/17
21641463,6/1/16,C,1,2/11/17
21641463,6/1/16,C,1,8/22/16
21641463,6/1/16,C,1,10/2/16
21641463,6/1/16,C,1,9/26/16
21641463,6/1/16,C,1,1/24/17
21641463,6/1/16,C,1,12/16/16
21641463,6/1/16,C,1,1/17/17
21641463,6/1/16,C,1,6/7/16
21641463,6/1/16,C,1,8/27/16
21641463,6/1/16,C,1,7/18/16
21641463,6/1/16,C,1,9/3/16
21641463,6/1/16,C,1,12/13/16
21641463,6/1/16,C,1,2/5/17
21641463,6/1/16,C,1,9/14/16
21641463,6/1/16,C,1,3/13/17
21641463,6/1/16,C,1,8/28/16
21641463,6/1/16,C,1,1/15/17
21641463,6/1/16,C,1,4/17/17
21641463,6/1/16,C,1,10/16/16
21641463,6/1/16,C,1,3/21/17
21641463,6/1/16,C,1,8/21/16
21641463,6/1/16,C,1,9/11/16
21641463,6/1/16,C,1,8/16/16
21641463,6/1/16,C,1,9/19/16
21641463,6/1/16,C,1,10/30/16
21641463,6/1/16,C,1,8/4/16
21641463,6/1/16,C,1,2/3/17
21641463,6/1/16,C,1,9/20/16
21641463,6/1/16,C,1,9/17/16
21641463,6/1/16,C,1,2/15/17
21641463,6/1/16,C,1,3/31/17
21641463,6/1/16,C,1,1/8/17
21641463,6/1/16,C,1,8/15/16
21641463,6/1/16,C,1,9/25/16
21641463,6/1/16,C,1,10/23/16
21641463,6/1/16,C,1,1/19/17
21641463,6/1/16,C,1,2/10/17
21641463,6/1/16,C,1,8/23/16
21641463,6/1/16,C,1,8/17/16
21641463,6/1/16,C,1,4/6/17
21641463,6/1/16,C,1,2/21/17
21641463,6/1/16,C,1,11/2/16
21641463,6/1/16,C,1,2/24/17
21641463,6/1/16,C,1,2/8/17
21641463,6/1/16,C,1,9/13/16
21641463,6/1/16,C,1,9/22/16
21641463,6/1/16,C,1,9/2/16
21641463,6/1/16,C,1,3/5/17
21641463,6/1/16,C,1,7/31/16
21641463,6/1/16,C,1,8/30/16
21641463,6/1/16,C,1,8/18/16
21641463,6/1/16,C,1,11/4/16
21641463,6/1/16,C,1,4/2/17
21641463,6/1/16,C,1,3/24/17
21641463,6/1/16,C,1,1/30/17
21641463,6/1/16,C,1,8/24/16
21641463,6/1/16,C,1,8/29/16
21641463,6/1/16,C,1,2/4/17
21641463,6/1/16,C,1,6/1/16
21641463,6/1/16,C,1,9/27/16
21641463,6/1/16,C,1,1/31/17
21641513,6/1/16,C,1,9/15/16
21641513,6/1/16,C,1,9/21/16
21641513,6/1/16,C,1,2/7/17
21641513,6/1/16,C,1,7/18/16
21641513,6/1/16,C,1,2/5/17
21641513,6/1/16,C,1,9/23/16
21641513,6/1/16,C,1,8/22/16
21641513,6/1/16,C,1,3/2/17
21641513,6/1/16,C,1,9/17/16
21641513,6/1/16,C,1,9/20/16
21641513,6/1/16,C,1,6/1/16
21641513,6/1/16,C,1,1/27/17
21641513,6/1/16,C,1,9/22/16
21641513,6/1/16,C,1,2/21/17
21641513,6/1/16,C,1,9/14/16
21641513,6/1/16,C,1,6/5/16
21641513,6/1/16,C,1,7/20/16
21642052,6/1/16,C,7,6/1/16
21642282,6/1/16,C,6,6/30/16
21642282,6/1/16,C,6,7/14/16
21642282,6/1/16,C,6,6/15/16
21642282,6/1/16,C,6,11/16/16
21642282,6/1/16,C,6,6/4/16
21642282,6/1/16,C,6,6/1/16
21642282,6/1/16,C,6,7/25/16
21642282,6/1/16,C,6,10/15/16
21642282,6/1/16,C,6,7/24/16
21642282,6/1/16,C,6,8/16/16
21642282,6/1/16,C,6,11/26/16
21642282,6/1/16,C,6,6/16/16
21642282,6/1/16,C,6,7/26/16
21642282,6/1/16,C,6,6/26/16
21642282,6/1/16,C,6,6/2/16
21642282,6/1/16,C,6,9/9/16
21642282,6/1/16,C,6,6/22/16
21642282,6/1/16,C,6,7/15/16
21642282,6/1/16,C,6,6/8/16
21642282,6/1/16,C,6,4/13/17
21642282,6/1/16,C,6,6/10/16
21642282,6/1/16,C,6,6/9/16
21642282,6/1/16,C,6,9/1/16
21642282,6/1/16,C,6,6/7/16
21644293,6/1/16,C,6,6/1/16
21645436,6/1/16,C,1,3/21/17
21645436,6/1/16,C,1,6/14/16
21645436,6/1/16,C,1,6/8/16
21645436,6/1/16,C,1,6/13/16
21645436,6/1/16,C,1,6/1/16
21645436,6/1/16,C,1,7/9/16
21645436,6/1/16,C,1,6/15/16
21645436,6/1/16,C,1,7/28/16
21645436,6/1/16,C,1,6/6/16
21645436,6/1/16,C,1,10/19/16
21645436,6/1/16,C,1,6/2/16
21645436,6/1/16,C,1,6/12/16
21645918,6/1/16,C,2,6/17/16
21645918,6/1/16,C,2,6/2/16
21645918,6/1/16,C,2,7/8/16
21645918,6/1/16,C,2,7/19/16
21645918,6/1/16,C,2,7/16/16
21645918,6/1/16,C,2,6/1/16
21645918,6/1/16,C,2,7/20/16
21645918,6/1/16,C,2,6/10/16
21645918,6/1/16,C,2,6/4/16
21645918,6/1/16,C,2,6/5/16
21645918,6/1/16,C,2,6/18/16
21645918,6/1/16,C,2,6/19/16
21645918,6/1/16,C,2,6/20/16
21646247,6/1/16,C,1,6/1/16
21646247,6/1/16,C,1,7/7/16
21646247,6/1/16,C,1,6/3/16
21646247,6/1/16,C,1,8/21/16
21646247,6/1/16,C,1,6/2/16
21646471,6/1/16,B,1,6/1/16
21646912,6/1/16,A,7,7/30/16
21646912,6/1/16,A,7,6/20/16
21646912,6/1/16,A,7,8/14/16
21646912,6/1/16,A,7,10/31/16
21646912,6/1/16,A,7,10/9/16
21646912,6/1/16,A,7,7/11/16
21646912,6/1/16,A,7,6/1/16
21647091,6/1/16,C,1,6/15/16
21647091,6/1/16,C,1,7/13/16
21647091,6/1/16,C,1,6/1/16
21647091,6/1/16,C,1,7/1/16
21647091,6/1/16,C,1,1/24/17
21647095,6/1/16,B,2,6/25/16
21647095,6/1/16,B,2,6/2/16
21647095,6/1/16,B,2,6/19/16
21647095,6/1/16,B,2,6/21/16
21647095,6/1/16,B,2,6/10/16
21647095,6/1/16,B,2,6/8/16
21647095,6/1/16,B,2,6/1/16
21647503,6/1/16,C,2,7/29/16
21647503,6/1/16,C,2,6/19/16
21647503,6/1/16,C,2,6/2/16
21647503,6/1/16,C,2,7/20/16
21647503,6/1/16,C,2,10/1/16
21647503,6/1/16,C,2,7/13/16
21647503,6/1/16,C,2,6/1/16
21647503,6/1/16,C,2,6/3/16
21647503,6/1/16,C,2,7/16/16
21647503,6/1/16,C,2,7/25/16
21647929,6/1/16,C,2,6/19/16
21647929,6/1/16,C,2,6/22/16
21647929,6/1/16,C,2,7/17/16
21647929,6/1/16,C,2,7/23/16
21647929,6/1/16,C,2,6/7/16
21647929,6/1/16,C,2,6/2/16
21647929,6/1/16,C,2,7/24/16
21647929,6/1/16,C,2,7/16/16
21647929,6/1/16,C,2,6/3/16
21647929,6/1/16,C,2,11/25/16
21647929,6/1/16,C,2,6/18/16
21647929,6/1/16,C,2,1/7/17
21647929,6/1/16,C,2,7/25/16
21647929,6/1/16,C,2,6/10/16
21647929,6/1/16,C,2,6/1/16
21647929,6/1/16,C,2,7/11/16
21647929,6/1/16,C,2,9/26/16
21648566,6/1/16,C,1,6/1/16
21635886,6/1/16,C,5,6/9/16
21635886,6/1/16,C,5,8/24/16
21635886,6/1/16,C,5,9/10/16
21635886,6/1/16,C,5,6/17/16
21635886,6/1/16,C,5,9/11/16
21635886,6/1/16,C,5,6/3/16
21635886,6/1/16,C,5,6/6/16
21635886,6/1/16,C,5,2/4/17
21635886,6/1/16,C,5,6/15/16
21635886,6/1/16,C,5,6/4/16
21635886,6/1/16,C,5,6/1/16
21635886,6/1/16,C,5,11/1/16
21635886,6/1/16,C,5,10/31/16
21635886,6/1/16,C,5,12/3/16
21635886,6/1/16,C,5,7/26/16
21635886,6/1/16,C,5,7/12/16
21635886,6/1/16,C,5,7/13/16
21635886,6/1/16,C,5,7/15/16
21635886,6/1/16,C,5,6/22/16
21635886,6/1/16,C,5,6/16/16
21635886,6/1/16,C,5,1/29/17
21635886,6/1/16,C,5,6/11/16
21635886,6/1/16,C,5,11/20/16
21635886,6/1/16,C,5,1/28/17
21635886,6/1/16,C,5,11/26/16
21635886,6/1/16,C,5,9/12/16
21637704,6/1/16,C,1,10/12/16
21637704,6/1/16,C,1,8/18/16
21637704,6/1/16,C,1,4/5/17
21637704,6/1/16,C,1,2/20/17
21637704,6/1/16,C,1,6/1/16
21637704,6/1/16,C,1,1/25/17
21637704,6/1/16,C,1,2/15/17
21637704,6/1/16,C,1,7/11/16
21637704,6/1/16,C,1,11/5/16
21637704,6/1/16,C,1,9/25/16
21637704,6/1/16,C,1,8/4/16
21637704,6/1/16,C,1,3/19/17
21637704,6/1/16,C,1,6/29/16
21637704,6/1/16,C,1,9/18/16
21637704,6/1/16,C,1,1/4/17
21637704,6/1/16,C,1,7/10/16
21637704,6/1/16,C,1,11/6/16
21637704,6/1/16,C,1,6/11/16
21637704,6/1/16,C,1,8/31/16
21637704,6/1/16,C,1,10/19/16
21637704,6/1/16,C,1,3/29/17
21637704,6/1/16,C,1,7/3/16
21637704,6/1/16,C,1,8/27/16
21637704,6/1/16,C,1,1/29/17
21637704,6/1/16,C,1,8/21/16
21637704,6/1/16,C,1,11/14/16
21637704,6/1/16,C,1,3/22/17
21637704,6/1/16,C,1,2/5/17
21638904,6/1/16,C,2,8/5/16
21638904,6/1/16,C,2,6/27/16
21638904,6/1/16,C,2,6/20/16
21638904,6/1/16,C,2,6/9/16
21638904,6/1/16,C,2,6/1/16
21640335,6/1/16,C,1,1/1/17
21640335,6/1/16,C,1,7/4/16
21640335,6/1/16,C,1,10/22/16
21640335,6/1/16,C,1,1/19/17
21640335,6/1/16,C,1,10/16/16
21640335,6/1/16,C,1,2/25/17
21640335,6/1/16,C,1,12/16/16
21640335,6/1/16,C,1,11/6/16
21640335,6/1/16,C,1,12/7/16
21640335,6/1/16,C,1,6/25/16
21640335,6/1/16,C,1,1/23/17
21640335,6/1/16,C,1,6/19/16
21640335,6/1/16,C,1,8/5/16
21640335,6/1/16,C,1,1/21/17
21640335,6/1/16,C,1,8/20/16
21640335,6/1/16,C,1,2/8/17
21640335,6/1/16,C,1,1/11/17
21640335,6/1/16,C,1,7/6/16
21640335,6/1/16,C,1,1/5/17
